Códigos Padre,Código Servinte,Descripción Antigua,Código Nuevo Estándar,Nueva Estructura Estándar Semántico,Caracteres,Clasificación Del Artículo,MCE,Psicotrópico (S/N),Marcación Regulado (MER),vesicantes e irritantes,Registro INVIMA,Expediente,Consecutivo,CUM sin ceros,CUM con ceros,CUM sin ceros Formulado,PBS,VEN,ATC,Código UDM,descripción UDM,Cond. de Almacenamiento,MIPRES DCI,Alto riesgo,LASA,Gabinete,Nivel 1 Estándar Semántico,Validación CUM,Inventario 24052024,Observación Reunión Compras 20240524,Validación CUM,Validación con CUM Adjudicación,Principio Activo,Nombre ATC,Nombre Preciso,Concentración Estandarizada (por unidad minima comercial),Forma Farmacéutica,Marca Comercial,Titular de Registro,IMPORTADOR,FABRICANTE,Vía Administración,Descripción CUM
163007,1630071,LEVOMEPROMAZINA 4 % SLN ORAL FCO*20 ML SINOGAN SANOFI-AVENTIS DE COLOMBIA S.A.,1630071,LEVOMEPROMAZINA 200MG/5ML (4%) SOL ORAL FCO *20ML SANOFI (SINOGAN),66,MEDICAMENTO,NO,N,N/A,,2019M-0000678-R2,19921589,2,19921589-2,19921589-02,19921589-2,PBS,E,N05AA02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVOMEPROMAZINA 40MG/ML(4%) SOL ORAL,Activo,#N/D,ok,19921589-2,VERDADERO,LEVOMEPROMAZINA,LEVOMEPROMAZINA,,200mg,SOLUCION ORAL,SINOGAN,SANOFI-AVENTIS DE COLOMBIA S.A.,SANOFI-AVENTIS DE COLOMBIA S.A.,SANOFI MEDLEY FARMACEUTICA LTDA,ORAL,CAJA CON 1 FRASCO DE VIDRIO TIPO III COLOR AMBAR CON TAPA ROSCA DE PP X 20ML Y CUENTA GOTAS.
101057,101057,LEVONOGESTREL 0.75MG,1010570,LEVONORGESTREL 0.75MG TABLETA ORAL LAFRANCOL BLISTER *2U CJ *40U (POSTDAY),74,MEDICAMENTO,NO,N,MER,,2020M-0004157-R2,19951553,9,19951553-9,19951553-09,19951553-9,PBS,E,G03AC03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVONORGESTREL 0.75MG CAP / TAB / TAB REC,Activo,2,ok,19951553-9,VERDADERO,LEVONORGESTREL,LEVONORGESTREL,,0.75mg,TABLETA,POSTDAY,LABORATORIO FRANCO COLOMBIANO LAFRANCOL,#N/D,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,ORAL,CAJA POR 20 BLISTER EN PVC INCOLORO / ALUMINIO POR 2 TABLETAS C/U
101057,1010571,LEVONOGESTREL 0.75MG,1010571,LEVONORGESTREL 0.75MG TABLETA ORAL GEDEON CJ *2U (POSTINOR),59,MEDICAMENTO,NO,N,MER,,2022M-014686-R3,19908046,1,19908046-1,19908046-01,19908046-1,PBS,E,G03AC03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVONORGESTREL 0.75MG CAP / TAB / TAB REC,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,LEVONORGESTREL,LEVONORGESTREL,,0.75mg,TABLETA,POSTINOR,GEDEON RITCHTER PLC.,GEDEON RICHTER COLOMBIA S.A.S,GEDEON RITCHTER PLC.,ORAL,CAJA POR 2 TABLETAS EN BLISTER PVC TRANSPARENTE/ALUMINIO
101057,1010572,LEVONORGESTREL 0.75MG TABLETA ONIVE ASOCIACIÓN PROFAMILIA CJ*2U,1010572,LEVONORGESTREL 0.75MG TABLETA ORAL PROFAMILIA CJ *2U (ONIVE),60,MEDICAMENTO,NO,N,MER,,2021M-0016962-R1,20099554,1,20099554-1,20099554-01,20099554-1,PBS,E,G03AC03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVONORGESTREL 0.75MG CAP / TAB / TAB REC,Activo,6,ok,20099554-1,VERDADERO,LEVONORGESTREL,LEVONORGESTREL,,0.75mg,TABLETA,ONIVE 2,ASOCIACION PROFAMILIA,ASOCIACION PROFAMILIA,LABORATORIOS LEON FARMA S.A.,ORAL,CAJA PLEGADIZA CON UN BLISTER EN PVC/ PVDC/ FOIL ALUMINIO POR 2 TABLETAS
101062,101062,LEVONORGESTREL 52 MG DISPOSITIVO VAGINAL,1010620,LEVONORGESTREL MICRONIZADO 52MG DISPOSITIVO INTRAUTERINO BAYER CJ *1U (MIRENA),78,MEDICAMENTO,NO,N,MER,,2023M-012866-R2,19900498,1,19900498-1,19900498-01,19900498-1,PBS,N/A,G03AC03,UN,UNIDAD,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LEVONORGESTREL 52MG SIST INTRAUT,Activo,#N/D,ok,19900498-1,VERDADERO,LEVONORGESTREL,LEVONORGESTREL,,52mg,IMPLANTES Y SISTEMAS INTRAUTERINOS E INTRAOCULARES,MIRENA,BAYER,BAYER S.A.,BAYER OY,INTRAUTERINA,CAJA CON 1 EN ENDOCEPTOR ( DISPOSITIVO DE ADMINISTRACION Y UN ENDOCEPTIVO CON LEVONORGESTREL)
182008,182008,LEVONORGESTREL ETINILESTRADIOL 250MCG 50MCG,1820080,LEVONORGESTREL 0.25MG/ETINILESTRADIOL 0.05MG GRAGEA ORAL UNIAO CJ *21U (NEOGYNON),81,MEDICAMENTO,NO,N,MER,,2019M-003819-R4,38692,1,38692-1,38692-01,38692-1,PBS,E,G03AA07,GG,GRAGEA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ETINILESTRADIOL+LEVONORGESTREL (0.05++0.25)MG CAP / TAB / TAB REC,Activo,42,ok,38692-1,VERDADERO,ETINILESTRADIOL+LEVONORGESTREL,LEVONORGESTREL Y ETINILESTRADIOL,,0.05mg,TABLETA CUBIERTA (GRAGEA),NEOGYNON,UNIAO QUIMICA FARMACEUTICA NACIONAL S.A,ADIUM SAS,SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA,ORAL,CAJA PLEGADIZA. BLISTER PVC/ ALUMINIO POR 21 GRAGEAS.
157026,157026,LEVOSIMENDAN 12.5MG 5ML INY (DAXIM),1570260,LEVOSIMENDAN 2.5MG/1ML SOL INYECTABLE IV VIAL *5ML ABBVIE CJ *1U (DAXIM),72,MEDICAMENTO,NO,N,MER,,2023M-0001639-R3,19929840,1,19929840-1,19929840-01,19929840-1,PBS,V,C01CX08,VL,VIAL,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,S,N,S,LEVOSIMENDAN 12.5MG/5ML(2.5MG/ML) SOL INY,Activo,3,ajustadon en excel para hora cero,19929840-1,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,LEVOSIMENDAN,LEVOSIMENDAN,,12.5mg,SOLUCION INYECTABLE,DAXIM,ABBVIE,ABBVIE SAS,ORION CORPORATION,INTRAVENOSA,CAJA POR UN VIAL DE VIDRIO TIPO I. INCOLORO- TAPON DE CAUCHOSIN DATOBROMOBUTILO CUBIERTO CON FLUOROPOLIMERO POR 5 ML DE SOLUCIÃ“N.
181003,1810031,LEVOTIROXINA 50 MG,1810031,LEVOTIROXINA 50MCG TABLETA ORAL PROCAPS,39,MEDICAMENTO,NO,N,N/A,,2023M-0007277-R2,19974622,1,19974622-1,19974622-01,19974622-1,PBS,E,H03AA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LEVOTIROXINA 50MCG CAP / TAB / TAB REC,Activo,#N/D,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,LEVOTIROXINA SODICA,LEVOTIROXINA DE SODIO,,50mcg,TABLETA,,PROCAPS S.A.,#N/D,PROCAPS S.A.,ORAL,CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/ALUMINIO. POR 10 TABLETAS CADA BLISTER
181003,181003,LEVOTIROXINA 50 MG,1810030,LEVOTIROXINA 50MCG TABLETA ORAL SIEGFRIED (TIROXIN),51,MEDICAMENTO,NO,N,N/A,,2017M-0005365-R1,19960116,17,19960116-17,19960116-17,19960116-17,PBS,E,H03AA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,S,LEVOTIROXINA 50MCG CAP / TAB / TAB REC,Activo,940,ok,19960116-17,VERDADERO,LEVOTIROXINA SODICA,LEVOTIROXINA DE SODIO,,50mcg,TABLETA,TIROXIN,LABORATORIOS SIEGFRIED S.A.S.,#N/D,LABORATORIOS SIEGFRIED S.A.S.,ORAL,GENERICO: CAJA POR 300 TABLETAS PVC/PVDC/ÃMBAR-ALUMINIO CON 10 BLÃSTER POR 30 TABLETAS CADA UNO
181031,181031,LEVOTIROXINA SODICA 25MCG,1810310,LEVOTIROXINA SODICA 25MCG TABLETA ORAL MERCK (EUTIROX),54,MEDICAMENTO,NO,N,N/A,,2019M-0007598-R1,19980015,9,19980015-9,19980015-09,19980015-9,PBS,E,H03AA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,S,N,LEVOTIROXINA 25MCG CAP / TAB / TAB REC,Activo,445,ok,19980015-9,VERDADERO,LEVOTIROXINA SODICA,LEVOTIROXINA DE SODIO,,25mcg,TABLETA,EUTIROX,MERCK S.A.,MERCK S.A.,MERCK HEALTHCARE KGAA,ORAL,CAJASIN DATODE CARTULINA CON 5O TABLETAS EN BLISTER ALUMINIO/ALUMINIO.
168073,168073,SOLUCION NIDO CARDIOPLEJICA,1680730,MEZCLA SOLUCION NIDOCARDIOPLEJICA SOL INYECTABLE IV BOLSA *529.45ML FCI MAGISTRAL,82,MEZCLA FCI,NO,N,N/A,,MEZCLA FCI,N/A,N/A,N/A-N/A,N/A-N/A,N/A-N/A,PBS,N/A,N/A,BL,BOLSA,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,50236,S,N,N,LIDOCA/K/MG/BICARBO/MANIT/PLASMAL. 3.25/6.5/5/6.5/8.2 SLN INY,MEZCLA FCI,25,ok,N/A-N/A,VERDADERO,LIDOCAINA+POTASIO+MAGNESIO BICARBONATO+MANITOL,NO APLICA,,#N/D,SOLUCION INYECTABLE,,FUNDACION CARDIOINFANTIL LACARDIO,#N/D,#N/D,INTRAVENOSA,#N/D
160055,160055,LIDOCAINA 2PORC S E 20ML SLN INY,1600550,LIDOCAINA 2% (20MG/ML) SOL INYECTABLE IV FCO *20ML ROPSOHN (ROXICAINA),70,MEDICAMENTO,NO,N,N/A,,2009 M-010277-R2,31540,1,31540-1,31540-01,31540-1,PBS,V,N01BB02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,LIDOCAINA 2% SOL INY,Activo,33,ajustadon en excel para hora cero,31540,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,LIDOCAINA CLORHIDRATO,LIDOCAINA,,20mg.,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA INYECTABLES),INFILTRATIVA - BLOQUEOS,CAJA PLEGADIZA CON FRASCO VIAL DE VIDRIO TRANSPARENTE INCOLORO TIPO II. CON TAPON DE CAUCHO Y AGRAFE DE ALUMINIO. POR 20 ML. DE SOLUCIÃ“N.
160049,160049,LIDOCAINA 1 PORC S.E. * 10 ML S/P SOL INY,1600490,LIDOCAINA 1% (10MG/ML) SOL INYECTABLE IV AMPK *10ML ROPSOHN (ROXICAINA),71,MEDICAMENTO,NO,N,N/A,,2008 M-010298 R1,43735,3,43735-3,43735-03,43735-3,PBS,V,N01BB02,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,LIDOCAINA 1% SOL INY,Activo,323,ajustadon en excel para hora cero,43735,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,LIDOCAINA CLORHIDRATO,LIDOCAINA,,10mg,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOSS.A.S. (PLANTA INYECTABLES),PARENTERAL,CAJA X 24 AMPOULE-PACK X 10 ML
160017,160017,LIDOCAINA 10PORC AEROSOL 80 G,1600170,LIDOCAINA 100MG/1ML SOL TOPICA SPRAY FCO *83ML ROPSOHN (ROXICAINA),66,MEDICAMENTO,NO,N,N/A,,2016M-001801-R2,50709,2,50709-2,50709-02,50709-2,PBS,V,N01BB02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LIDOCAINA 10% SOL TOP,Activo,21,ok,000050709-02,VERDADERO,LIDOCAINA CLORHIDRATO,LIDOCAINA,,10g,SOLUCION TOPICA,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA NORTE),TOPICA (EXTERNA),FRASCO DE POLIPROPILENO. TRANSLÃšCIDO. INCOLORO. CON TEXTO SERIGRABADO. CON VÃLVULA ATOMIZADORA (ACTUADOR Y BOMBA DOSIFICADORA) POR 80G
160060,160060,LIDOCAINA 1PORC S.E. 50ML SLN INY,1600600,LIDOCAINA 1% (10MG/ML) SOL INYECTABLE IV FCO *50ML ROPSOHN (ROXICAINA),70,MEDICAMENTO,NO,N,N/A,,2008 M-010276-R2,31539,5,31539-5,31539-05,31539-5,PBS,V,N01BB02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,N,LIDOCAINA 1% SOL INY,Activo,270,ajustadon en excel para hora cero,31539,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,LIDOCAINA CLORHIDRATO,LIDOCAINA,,10mg,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA DE INYECTABLES),PARENTERAL,FRASCO VIAL CON TAPON Y AGRAFE DE ALUMINIO POR 50 ML DE SOLUCION
160057,160057,LIDOCAINA 1PORC S E 20ML SLN INY,1600570,LIDOCAINA 1% SOL INYECTABLE IV FCO *20ML ROPSOHN (ROXICAINA),60,MEDICAMENTO,NO,N,N/A,,2008 M-010276-R2,31539,4,31539-4,31539-04,31539-4,PBS,V,N01BB02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,LIDOCAINA 1% SOL INY,Activo,0,ajustadon en excel para hora cero,31539,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,LIDOCAINA CLORHIDRATO,LIDOCAINA,,10mg,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA DE INYECTABLES),PARENTERAL,FRASCO VIAL CON TAPON Y AGRAFE DE ALUMINIO POR 20 ML DE SOLUCION
160050,160050,LIDOCAINA 2 PORC S.E. * 10 ML S/P SOL INY,1600500,LIDOCAINA 2% SOL INYECTABLE IV AMPK *10ML ROPSOHN (ROXICAINA),61,MEDICAMENTO,NO,N,N/A,,2015M-014881-R2,52038,3,52038-3,52038-03,52038-3,PBS,V,N01BB02,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,S,LIDOCAINA 2% SOL INY,Activo,1471,ajustadon en excel para hora cero,52038,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,LIDOCAINA CLORHIDRATO,LIDOCAINA,,200mg,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA INYECTABLES),EPIDURAL,CAJA POR 24 AMPOULEPACK EN POLIETILENO DE BAJA DENSIDAD POR 10 ML C/U.
168085,168085,LIDOCAINA 2% SE 50ML SOL. INYECTABLE,1680850,LIDOCAINA 2% SOL INYECTABLE IV FCO *50ML ROPSOHN (ROXICAINA),60,MEDICAMENTO,NO,N,N/A,,2009 M-010277-R2,31540,2,31540-2,31540-02,31540-2,PBS,V,N01BB02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,S,N,N,LIDOCAINA 2% SOL INY,Activo,152,ajustadon en excel para hora cero,31540,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,LIDOCAINA CLORHIDRATO,LIDOCAINA,,20mg.,SOLUCION INYECTABLE,ROXICAINA,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA INYECTABLES),INFILTRATIVA - BLOQUEOS,CAJA PLEGADIZA CON FRASCO VIAL DE VIDRIO TRANSPARENTE INCOLORO TIPO II. CON TAPON DE CAUCHO Y AGRAFE DE ALUMINIO. POR 50 ML. DE SOLUCIÃ“N.
160046,160046,LIDOCAINA TRANSDERMICA 700 MG (PARCHE),1600460,LIDOCAINA 700MG SISTEMA TRANSDERMICO PARCHE GRUNENTHAL CJ *5U (VERSATIS),72,MEDICAMENTO,NO,N,MER,,2023M-0007502-R2,19982562,6,19982562-6,19982562-06,19982562-6,PBS,E,N01BB02,UN,UNIDAD,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LIDOCAINA 700MG(5%) PARCH TRANSD,Activo,245,ok,19982562-6,VERDADERO,LIDOCAINA CLORHIDRATO,LIDOCAINA,,0.7g,TRANSDERMICOS,VERSATIS,GRUNENTHAL COLOMBIANA S.A.,GRUNENTHAL COLOMBIANA S.A.,TEIKOKU SEIYAKU CO. LTD,TOPICA (EXTERNA),CAJA POR 15 PARCHES EN UN SACHET INDIVIDUAL DE 5 PARCHES DE PAPEL/POLIETILENO/ALUMINIO/ETILENO COPOLIMERO DEL ÃCIDO METACRÃLICO.
160019,160019,LIDOCAINA SIMPLE JALEA 2PORC 30 ML,1600190,LIDOCAINA 2% GEL TOPICO URETRAL TUBO *30G PROCLIN,49,MEDICAMENTO,NO,N,N/A,,2021M-0008158-R1,19980849,1,19980849-1,19980849-01,19980849-1,PBS,V,R02AD02,TU,TUBO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LIDOCAINA 2% JAL URET,Activo,1269,ok,19980849-1,VERDADERO,LIDOCAINA CLORHIDRATO,LIDOCAINA,,2g,JALEA,,PROCLIN PHARMA S.A,#N/D,ARBOFARMA S.A.S.,URETRAL,TUBO COLAPSIBLE POR 30G .
146013,146013,LIDOCAINA HIDROCORTISONA 5% UNG PROCTOLO,1460130,LIDOCAINA 0.5G/HIDROCORTISONA 0.028G UNGUENTO RECTAL TUB *10G ROPSOHN (LIDOPROCTO),82,MEDICAMENTO,NO,N,N/A,,2012M-013021-R2,38997,5,38997-5,38997-05,38997-5,PBS,E,N01BB52,TU,TUBO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LIDOCAINA 5% UNG TOP,Activo,7,ajustadon en excel para hora cero,38997,Negociacion 2024-2025 basada en Expediente. Dejar CUM de Base maestro,LIDOCAINA COMBINACIONES,LIDOCAINA COMBINACIONES,,5g,UNGUENTO PROCTOLOGICO,LIDOPROCTO,ROPSOHN THERAPEUTICS S.A.S.,#N/D,ROPSOHN LABORATORIOS S.A.S. (PLANTA NORTE),RECTAL,USO INSTITUCIONAL: CAJA CON TUBO COLAPSIBLE EN ALUMINIO POR 10 GRAMOS. CANULA RECTAL DE POLIPROPILENO
1721060,1721060,LINAGLIPTINA 5 MG COMPRIMIDO RECUBIERTO TRAYENTA BOEHRINGER INGELHEIM INTERNATIONAL GMBH CJ*30 U,1721060,LINAGLIPTINA 5MG TABLETA RECUBIERTA ORAL BOEHRINGER CJ *30U (TRAYENTA),70,MEDICAMENTO,NO,N,MER,,2023M-0012597-R2,20023511,3,20023511-3,20023511-03,20023511-3,PBS,E,A10BH05,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LINAGLIPTINA 5MG CAP / TAB / TAB REC,Activo,30,ok,20023511-3,VERDADERO,LINAGLIPTINA,LINAGLIPTINA,,5mg,TABLETA RECUBIERTA,TRAYENTA,BOEHRINGER INGELHEIM,BOEHRINGER INGELHEIM S. A.,BOEHRINGER INGELHEIM PROMECO. S.A DE C.V,ORAL,CAJA XSIN DATO30 TABLETAS RECUBIERTASSIN DATOEN BLISTERSIN DATOALU/ALU
104114,104114,LINEZOLID 600 MG,1041140,LINEZOLID 600MG TABLETA RECUBIERTA ORAL PFIZER CJ *10U (ZYVOXID),64,MEDICAMENTO,NO,N,MER,,2021M-014719-R3,19909516,1,19909516-1,19909516-01,19909516-1,PBS,V,J01XX08,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LINEZOLID 600MG CAP / TAB / TAB REC,Activo,9,ok,19909516-1,VERDADERO,LINEZOLID,LINEZOLID,,600mg,TABLETA RECUBIERTA,ZYVOXID,PFIZER S.A.S.,PFIZER S.A.S.,PFIZER PHARMACEUTICALS LLC,ORAL,CAJA X 10 TABLETAS RECUBIERTAS - BLÃSTER PVC/ALUMINIO
104112,104112,LINEZOLYD 600 MG 300 ML INY (ZYVOXID),1041120,LINEZOLYD 2MG/1ML SOL INYECTABLE IV BOLSA *300ML PFIZER BOLSA *1U (ZYVOXID),75,MEDICAMENTO,NO,N,MER,,2021M014726-R3,19907394,6,19907394-6,19907394-06,19907394-6,PBS,V,J01XX08,BL,BOLSA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LINEZOLID 600MG/300ML(2MG/ML) SOL INY,Activo,136,ok,19907394-6,VERDADERO,LINEZOLID,LINEZOLID,,2mg,SOLUCION INYECTABLE,ZYVOXID,PFIZER S.A.S.,PFIZER S.A.S.,FRESENIUS KABINORGE AS,INTRAVENOSA,BOLSA FREEFLEXÂ® POR 300ML (600MG)
133040,133040,LISINOPRIL 20 MG,1330400,LISINOPRIL DIHIDRATO 20MG TABLETA ORAL LAFRANCOL (LISIPRIL),59,MEDICAMENTO,NO,N,N/A,,2010 M-011650 R2,37168,4,37168-4,37168-04,37168-4,PBS,E,C09AA03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LISINOPRIL 20MG CAP / TAB / TAB REC,Activo,10,ajustadon en excel para hora cero,37168-4,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,LISINOPRIL,LISINOPRIL,,20mg,TABLETA,LISIPRIL,LABORATORIO FRANCO COLOMBIANO LAFRANCOL,#N/D,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,ORAL,CAJA POR 10 TABLETAS EN BLISTER PVCD ÃMBAR / FOIL DE ALUMINIO POR 10 TABLETAS
142009,142009,LITIO CARBONATO 300MG,1420090,LITIO CARBONATO 300MG TABLETA ORAL ACTIFARMA (ACTILITIO),57,MEDICAMENTO,NO,N,N/A,,2010M-0010810,20018308,6,20018308-6,20018308-06,20018308-6,PBS,E,N05AN01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LITIO CARBONATO 300MG CAP / TAB / TAB REC,Activo,#N/D,ajustadon en excel para hora cero,20018308-6,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,CARBONATO DE LITIO,LITIO,,300mg,TABLETA,ACTILITIO,ACTIFARMA,#N/D,BLISTECO S.A.S.,ORAL,CAJA X 100 TABLETAS EN BLISTER DE PVC/ALUMINIO POR 10 TABLETAS CADA UNO.
142009,1420091,LITIO CARBONATO 300MG,1420091,LITIO CARBONATO 300MG TABLETA ORAL DELBERT (THERALITE),54,MEDICAMENTO,NO,N,N/A,,2019M-0010260-R1,20005911,2,20005911-2,20005911-02,20005911-2,PBS,E,N05AN01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LITIO CARBONATO 300MG CAP / TAB / TAB REC,Activo,70,ok,20005911-2,VERDADERO,CARBONATO DE LITIO,LITIO,,300mg,TABLETA,THERALITE,LABORATORIOS DELBERT,#N/D,SANOFI AVENTIS DECOLOMBIA S.A.,ORAL,CAJA PLEGADIZA X 50 TABLETAS EN BLISTER DE PVC TRANSPARENTE - ALUMINIO XSIN DATO10 TABLETAS CADA UNO
142003,142003,LOPERAMIDA 2MG,1420030,LOPERAMIDA 2MG TABLETA ORAL ECAR,32,MEDICAMENTO,NO,N,N/A,,2009 M-010882-R2,34537,2,34537-2,34537-02,34537-2,PBS,E,A07DA03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LOPERAMIDA 2MG CAP / TAB / TAB REC,Activo,410,ajustadon en excel para hora cero,34537-2,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,LOPERAMIDA CLORHIDRATO,LOPERAMIDA,,2mg,TABLETA,,LABORATORIOS ECAR S.A.,#N/D,LABORATORIOS ECAR S.A.,ORAL,CAJA PLEGADIZA POR 240 EN BLISTER PVC TRANSPARENTE/ALUMINIO BLANCO
184024,1840241,LOPINAVIR/RITONAVIR 200/50MG TABLETA RECUBIERTA AUROBINDO PHARMA LTD CJ*120 U,1840241,LOPINAVIR 200MG/RITONAVIR 50MG TABLETA RECUBIERTA ORAL AUROBINDO CJ *120U,73,MEDICAMENTO,NO,N,MER,,2023M-0018234-R1,20115574,1,20115574-1,20115574-01,20115574-1,PBS,V,J05AR10,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,LOPINAVIR+RITONAVIR (200+50)MG CAP / TAB / TAB REC,Activo,111,ok,20115574-1,VERDADERO,LOPINAVIR+RITONAVIR,LOPINAVIR Y RITONAVIR,,200mg,TABLETA RECUBIERTA,,AUROBINDO,AUROBINDO PHARMA COLOMBIA S.A.S.,AUROBINDO PHARMA LIMITED-UNIT III,ORAL,CAJA DE CARTON CON FRASCO DE PEAD BLANCO Y TAPA DE POLIETILENO BLANCO CONSIN DATOSELLO DE SEGURIDAD DE ALUMINIO Y SILICA GELSIN DATOPOR 120 TABLETAS RECUBIERTAS
103031,103031,LORATADINA 1 MG/1 ML (0.1%)SLN ORAL FCO*100 ML LABORATORIOS LAPROF S.A.S. FCO*1 U,1030310,LORATADINA 5MG/5ML (0.1%) SOL ORAL FCO *100ML LAPROF,52,MEDICAMENTO,NO,N,N/A,,2017M-015002-R2,19908846,4,19908846-4,19908846-04,19908846-4,PBS,E,R06AX13,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LORATADINA 5MG/5ML(0.1%) JBE,Activo,4,ajustadon en excel para hora cero,19908846-2,Cum Negociado columna AI. Actualizar SERVINTE. CUM de Base Excel OK,LORATADINA,LORATADINA,,0.1g,SOLUCION ORAL,,LABORATORIO PROFESIONAL FARMACEUTICO S.A.S. - LABORATORIOS LAPROFF S.A.S.,#N/D,LABORATORIO PROFESIONAL FARMACEUTICO S.A.S. - LABORATORIOS LAPROFF S.A.S.,ORAL,PRESENTACION INSTITUCIONAL : FRASCO PET BLANCO MAS TAPA PLASTICA BLANCA POR 100 ML.
103014,103014,LORATADINA 1MG /ML JARABE FRASCO 60 ML,1030140,LORATADINA 5MG/5ML (0.1%) JARABE ORAL FCO *100ML GENFAR,55,MEDICAMENTO,NO,N,N/A,,2021M-001206-R3,54559,1,54559-1,54559-01,54559-1,PBS,E,R06AX13,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,LORATADINA 5MG/5ML(0.1%) JBE,Activo,1,ok,#N/D,Medicamento sin negociacion vigente. Ningun proveedor lo cotizo,LORATADINA,LORATADINA,,0.1g,JARABE,,GENFAR S.A.,#N/D,GENFAR DESARROLLO Y MANUFACTURA S.A.,ORAL,COMERCIAL: FRASCO PET ÃMBAR CON TAPA POLIPROPILENO POR 100 ML
